stopword
['pemandangan', 'air', 'terjun', 'meragukan', 'air', 'terjun', 'tingginya', 'meter', 'jalan', 'sebentar', 'parkiran', 'air', 'terjun', 'langsung', 'butuh', 'treking']
['tempatnya', 'nyaman', 'spot', 'foto', 'parkir', 'mobil', 'masuk', 'turun', 'tangga', 'kayak', 'destinasi', 'wisata']
['kelola', 'rujuan', 'wisata', 'hasil', 'gambar', 'ambil', 'pribadi', 'bwrkunjung', 'kesini']
['view', 'air', 'terjun', 'oke', 'akses', 'jalan', 'utama', 'fasilitas', 'oke']
['cocok', 'refreshing', 'piknik', 'tour', 'keluarga']
['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'musim', 'hujan']
['parkir', 'luas', 'air', 'terjun', 'alami']
['pengambilan', 'foto', 'wisata', 'air', 'terjun', 'toroan']
['tukang', 'parkirnya', 'malak', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'resiko', 'diringkes', 'tukang', 'parkirnya', 'ditaruh', 'pos', 'penitipan', 'bayar', 'pemalakan', 'modus', 'penitipan', 'paksa', 'kecewa']
['ngopi', 'nyantai', 'cocok', 'kesini']
['kali', 'kesini', 'indak', 'bosan', 'must', 'visit', 'place', 'beautiful', 'viewing']
['air', 'terjun', 'langsung', 'jatuh', 'laut', 'berenang', 'disekelilingnya']
['baguus', 'dikelola', 'masyarakat', 'semoga', 'ramai']
['wisata', 'air', 'terjun', 'tepi', 'pantai', 'sejuk', 'siangpun', 'suasana', 'sejuk']
['mantap']
['lumayan']
['cocok', 'ngadem']
['suasana', 'air', 'terjun', 'pulau', 'garam', 'madura', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'jawa', 'timur']
['spot', 'fotonya', 'diperbanyak', 'bosan']
['upgrade', 'wow']
['penataan', 'ulang', 'menambah', 'keajaiban']
['mamtaap', 'jooss', 'rugi', 'trip']
['bintang', 'lihat', 'my', 'cennel', 'youtube']
['lokasi', 'aman', 'bersahabat']
['terawat']
['semoga', 'berkembang']
['wisata', 'tetangga']
['akses', 'mudah']
['kumuh']
['menyenangkan']
['lumayan']
['pemandangan', 'ciamik']
['lumayan', 'oke']
['kos']
['terbayar']
['bagus']
['segar']
['butek']
['sip']
['berkunjung']
['air', 'terjun', 'pinggir', 'pantai']
['sungai', 'jatuh', 'laut']
['kor', 'periksa', 'settong', 'dereh']
['ditingkatkan']
['alhamdulillah', 'puji', 'allah', 'tuhan', 'tunggal', 'esa', 'dipingir', 'sampah', 'pengurus', 'mungut', 'biaya', 'masuk', 'bersihkan', 'sampahnya']
['memuaskan', 'pelayanan', 'parkir', 'kena', 'mahal']
['opening', 'sampah', 'berserakan']
['kotor', 'sempit']
['tempatnya', 'bagus', 'banget', 'senang', 'liburan', 'ketempat', 'kayak', 'happy', 'air', 'terjun', 'bagus', 'banget']
['bagus', 'bersih', 'pantainya', 'dirawat', 'dibersihkan', 'indah']
['tempatnya', 'bagus', 'banget', 'alternatif', 'liburan', 'sekolah', 'keluarga']
['pemandangan', 'indah', 'warung', 'makan', 'andalan', 'sea', 'food', 'maknyus']
['lumayan', 'healing', 'tipis', 'budget', 'murah']
['air', 'terjun', 'bagus', 'saluran', 'langsung', 'masuk', 'laut']
['pemandangan', 'bagus', 'nyaman']
['bagus', 'lumayan', 'bersih']
['ciptaan', 'tuhan', 'bagus']
['keren', 'bafus', 'banget']
['lokasi', 'indah', 'pergi', 'hulu', 'polusi', 'menghilangkan', 'keindahan', 'air', 'terjun']
['damai', 'indah', 'terbaik', 'pergi', 'matahari', 'terbenam', 'sayangnya']
['masya', 'allah', 'ciptaan', 'tuhan', 'indah', 'sayang', 'dinikmati']
['sejuk', 'berrasa', 'dibawah', 'air', 'terjun', 'dengam', 'air', 'sungai', 'bercampur', 'air', 'laut', 'bening']
['tergolong', 'unik', 'menarik', 'dikunjungi', 'air', 'terjunnya', 'langsung', 'tumpah', 'menyatu', 'laut', 'aliran', 'air', 'terjunnya', 'berasal', 'hulu', 'sungai', 'diatas', 'air', 'terjun']
['area', 'parkir', 'air', 'bersih', 'fasilitas', 'memadai']
['terhibur', 'restorant', 'menyediakan', 'karaoke']
['ceritanya', 'singkat', 'kenangannya', 'mengikat']
['sumpah', 'pengalaman', 'terbaik']
['bagus']
['keren']
['air', 'terjun', 'menakjubkan']
['keren', 'banget', 'kesini', 'sore', 'hasil', 'fotonya', 'keren', 'masuk', 'bayar', 'parkir', 'air', 'terjunnya', 'turun', 'parkiran', 'parkiran', 'penjual', 'makanan', 'minuman', 'lesehan', 'langsung', 'view', 'arah', 'pantainya']
['sngat', 'strategis', 'sebelah', 'jalan', 'raya', 'pemandangan', 'bagus', 'pagi', 'sore', 'ditambah', 'desain', 'cafe', 'cantik', 'dinding', 'tangga', 'cerah']
['rugi', 'jalan', 'enak', 'akses', 'masuk', 'air', 'terjun', 'jalannya', 'enak', 'air', 'terjun', 'bagus']
['wisata', 'asik', 'sederhana', 'bagus', 'selfi', 'foto', 'harga', 'tiket', 'masuk', 'cuman']
['lokasi', 'cocok', 'banget', 'berlibur', 'keluarga', 'spot', 'bagus', 'mengabadikan', 'momen', 'senja', 'silakan', 'follow', 'ig', 'bonus', 'follback']
['pantai', 'bagus', 'makan', 'air', 'terjun', 'laut']
['lumayan', 'bagus', 'lokasi', 'wisatanya']
['air', 'hijau', 'biruan', 'bagus', 'dikotori', 'bagus']
['bagus', 'potensi', 'alamnya', 'pengololaannya', 'maksimal', 'berbasis', 'mandiri']
['bagus', 'kebersihan', 'terawat']
['bagus', 'cuman', 'terawat', 'air', 'terjun', 'langsung', 'laut', 'kali', 'sensasi', 'bermain', 'air', 'percikan', 'air', 'terjun', 'bintang']
['air', 'terjun', 'toroan', 'air', 'terjun', 'langsung', 'bertemu', 'pantai', 'seandainya', 'penambangan', 'pasir', 'pantai', 'toroan', 'airterjun', 'pariwisata', 'bagus', 'pulau', 'madura', 'sayang', 'air', 'terjun', 'pantai', 'habis', 'pasirnya', 'sd', 'akui', 'pantai', 'toroan', 'bagus']
['wisata', 'alam', 'bagus', 'didlm', 'gua', 'air', 'terjun', 'langsung', 'turun', 'dasar', 'laut', 'sungguh', 'pemandangan', 'bagus']
['bagus', 'bersih']
['wisata', 'bagus', 'alami', 'sentuhan', 'menarik', 'wisatawan']
['tempatnya', 'lumayan', 'bagus', 'cocok', 'banget', 'foto', 'long', 'exposure', 'rekomendasi', 'terbaik', 'sore']
['indah', 'nyaman', 'saudaraku', 'hayo', 'berkunjung', 'biaya', 'masuk', 'parkir', 'murah', 'meriah']
['air', 'terjun', 'menghadap', 'langsung', 'laut', 'view', 'sunset', 'indah', 'cek', 'ig']
['lumayan', 'bagus', 'air', 'terjunnya', 'musim', 'hujan', 'kemarau', 'airnya']
['air', 'terjun', 'bagus', 'keren', 'banget', 'cocok', 'banget', 'menghilangkan', 'penat']
['suasana', 'alamnya', 'indah', 'perpaduan', 'air', 'terjun', 'laut']
['rekreasi', 'madura', 'pinggir', 'laut', 'air', 'terjunya', 'natural', 'bagus', 'keluarga']
['berlibur', 'menyenangkan', 'pasangan', 'keluarga', 'meikmati', 'air', 'terjun', 'indah']
['bagus', 'tempatnya', 'pintar', 'ambil', 'spot', 'foto']
['pemandangan', 'bagus', 'makannya', 'enak']
['air', 'terjun', 'toroan', 'ketapang', 'sampang', 'madura', 'bagus', 'banget', 'pemandangan']
['lumayan', 'bagus']
['bagus', 'tempatnya', 'sejuk']
['bagus', 'kurangnya', 'sarana', 'mendukung']
['pemandangan', 'menghipnotis', 'mata', 'keindahan', 'alam']
['pemandangan', 'pantai', 'indah']
['bagus', 'bagus', 'dikelola', 'dibangun']
['keren']
['sunset', 'kayaknya', 'bagus']
['air', 'terjunnya', 'indah', 'sejuk']
['bagus', 'maaf', 'ambil', 'foto']
['indah']
['tempatnya', 'bagus', 'kesehatan']
['tempatnya', 'bagus']
['indah']
['wisata', 'murah', 'meriah']
['bagus', 'udaranya', 'segar']
['bagus', 'ber', 'wisata']
['indah', 'menyesal']
['bagus', 'tempatnya']
['bagus', 'oke']
['sebagus', 'foto']
['seindah', 'gambarnya']
['bagusnya', 'terduga']
['suasanax', 'indah', 'menyenangkan']
['bagus']
['tempatnya', 'bagus']
['bagus', 'minim', 'biaya']
['suasana', 'bagus']
['keren']
['bagus']
['bagus']
['bagus']
['bagus']
['kali', 'mengunjungi', 'bagus', 'alam', 'peningkatan', 'menjadikannya', 'kafe', 'selamat', 'sampang']
['tampilan', 'menarik', 'gambar', 'indah', 'olah', 'menggambar', 'imajinasi', 'butuh', 'perawatan', 'pembersihan', 'penataan', 'melengkapi', 'pariwisata']
['bagus']
['bagus']
['pulau', 'madura', 'obyek', 'wisata', 'air', 'terjun', 'pikir', 'madura', 'obyek', 'wisata', 'bukit', 'kapur', 'pantai', 'madura', 'obyek', 'wisata', 'menakjubkan', 'salah', 'satunya', 'air', 'terjun', 'toroan']
['sumenep', 'air', 'terjun', 'utara', 'butuh', 'perjuangan', 'melewati', 'hutan', 'sepi', 'perbukitan', 'jalannya', 'lubang', 'ketapang', 'malan', 'nginap', 'spbu', 'satunya', 'homestay', 'full', 'pagi', 'air']
['nice', 'view', 'sanggup', 'turun', 'tangganya', 'diexplore', 'banget', 'letaknya', 'jalur', 'utara', 'madura', 'banget', 'sepi', 'tempatnya']
['jarang', 'jarang', 'air', 'terjun', 'pinggir', 'pantai', 'reccomend', 'banget', 'kesini', 'sabar', 'perjalanan']
['menarik', 'hati', 'pemandangannya', 'liburan', 'keluarga', 'berkesan']
['tempatnya', 'berkembang', 'kebersihan', 'bebatuannya', 'harap', 'dijaga']
['viewnya', 'asyiik', 'air', 'terjun', 'langsung', 'laut', 'kebanyakan', 'air', 'terjun', 'gunung', 'naah', 'laut']
['nyaman', 'menikmati', 'sunset']
['parkir', 'luas', 'kesini', 'mending', 'sore', 'senja', 'sore', 'sungguh', 'pemandangan']
['air', 'terjun', 'langsung', 'jatuh', 'pantai']
['lokasi', 'terjangkau', 'area', 'parkir', 'nyaman', 'keluarga']
['tiket', 'masuk', 'bayar', 'parkir', 'afa', 'kulinernya']
['wajib', 'lihat', 'dukung', 'destinasi', 'wisata', 'alam', 'kota', 'sampang', 'ayo', 'main', 'kesana']
['air', 'terjun', 'toroan', 'pinggir', 'laut', 'utara', 'pulau', 'madura', 'kota', 'ketapang', 'kabupaten', 'sampang']
['air', 'terjun', 'toroan', 'tepian', 'jalan', 'raya', 'akses', 'kesana', 'mudah', 'cepat', 'turun', 'langsung', 'air', 'terjunnya', 'ditepian', 'pantai', 'suasananya', 'nyaman', 'dingin']
['lokasinya', 'pinggir', 'jalan', 'gampang', 'dicari', 'free', 'htm', 'bayar', 'parkir', 'enak', 'sekedar', 'berfoto', 'santaian', 'sekeluarga', 'lengkap', 'warung', 'lesehan', 'musholla', 'parkiran']
['wisata', 'air', 'terjun', 'letaknya', 'samping', 'jl', 'ketapang', 'sampang']
['destinasi', 'wisata', 'air', 'terjun', 'langsung', 'laut', 'lokasi', 'menarik', 'recomended', 'banget', 'keluarga', 'tercinta']
['lumayan', 'habis', 'bebek', 'sinjai', 'jalan']
['kenangan', 'tersimpan', 'disana']
['airterjun', 'tepi', 'laut', 'jarang', 'ditemui', 'mudah', 'dijangkau', 'jalan', 'utama']
['suka', 'banget']
['air', 'terjunnya', 'warna', 'hijau', 'sunsetnya', 'top', 'banget']
['air', 'terjun', 'toroan', 'desa', 'ketapang', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'jl', 'raya', 'pantai', 'utara', 'sampang', 'parkir', 'motor', 'mobil', 'luas']
['air', 'terjun', 'langsung', 'pantai', 'satunya', 'daerah', 'madura', 'destinasi', 'wisata', 'langka']
['datanglah', 'pagi', 'air', 'laut', 'pasang', 'airnya', 'bening', 'karang']
['unik', 'air', 'terjun', 'langsung', 'laut', 'keamanan', 'mash', 'minim']
['mantap']
['salah', 'icon', 'wisata', 'ketapang', 'sampang', 'tempatnya', 'nyaman', 'bersantai']
['cafe', 'menikmati', 'semilir', 'angin', 'laut']
['lumayan', 'jalan', 'air', 'terjunnya', 'licin']
['refreshing', 'with', 'orang', 'kantor', 'keluarga']
['air', 'terjun', 'wilayah', 'sampang', 'madura', 'langsung', 'bermuara', 'laut', 'utara', 'madura']
['senang']
['nyaman', 'enak']
['destinasi', 'wisata', 'air', 'terjun', 'pinggir', 'pantai', 'utara', 'kabupaten', 'sampang']
['tempatnya', 'nyaman', 'mudah', 'dijangkau']
['pengin', 'kesini', 'mantap']
['tmptnya', 'lumayan', 'ok', 'view', 'ok']
['luas', 'lautnya']
['rekomandasi', 'liburan']
['jeburan', 'disana', 'wkwk']
['air', 'terjun', 'cocok', 'short', 'vacation']
['airnya', 'jernih', 'banget']
['tingkatkan', 'pemeliharaannya']
['adem']
['indanya', 'pemandangan']
['parkir', 'mobil']
['suka', 'pantai']
['nyaman', 'sejuk']
['menghibur']
['lumayan', 'sempit']
['mantapsss']
['suka']
['tempatku', 'menimbah', 'ilmu']
['pokoknya', 'puas']
['okey']
['mantul']
['masok']
['mantap']
['cakep']
['oky']
['transfer']
['recomended']
['air', 'terjun', 'pemandangan', 'laut']
['menembak']
['salah', 'air', 'terjun', 'laut', 'terbaik', 'dunia']
['bagus']
['pemandangan', 'menghadap', 'laut']
['parkiran', 'kendaraan', 'berjalan', 'air', 'terjun', 'toroan', 'aman', 'orang', 'tua', 'anak', 'anak', 'pantai', 'kotor', 'sampah', 'berserakan', 'pengelola', 'memperhatikan', 'kebersihan', 'pantai']
['fasilitas', 'parkir', 'ok', 'airnya', 'kotor', 'logistik']
['air', 'terjun', 'kotor', 'berwarna', 'coklat']
['sampah']
['sampah', 'dimana', 'huhu', 'kecewa']
['tempatnya', 'bagus', 'bagus', 'pas', 'air', 'lautnya', 'surut']
['tiket', 'masuk', 'murah', 'pemandanganya', 'kalah', 'bagus', 'pantai', 'pantai', 'perbukitan', 'hutan', 'air', 'terjun', 'pesisir', 'pantai', 'spot', 'foto', 'keren', 'senja']
['indah', 'ayo', 'lestarikan', 'wisata', 'alam', 'negeri', 'patut', 'jaga', 'keindahan', 'alam', 'buang', 'sampah', 'tempatnya', 'kotori', 'bumi', 'sampah', 'dll']
['air', 'terjunnya', 'pinggir', 'laut', 'pemandangannya', 'indah', 'danbagus', 'banget', 'rekomend', 'banget']
['wow', 'bagus', 'indah', 'air', 'terjun', 'pemandangan', 'asri', 'sejuk']
['rekreasi', 'bagus', 'berlibur', 'keluarga']
['bagus', 'air', 'terjunnya']
['pemandangannya', 'bagus', 'udaranya', 'segar']
['wisata', 'indah', 'bagus']
['bagus', 'banget', 'banget', 'pengin', 'kesini']
['bagus', 'keren']
['mantabbb', 'tempatnya', 'keren']
['view', 'bagus']
['indah', 'rekomended']
['bagus', 'indah']
['indah']
['harga', 'masuk', 'rp', 'orang', 'membawa', 'kendaraan', 'parkir', 'dikenakan', 'biaya', 'rp', 'airnya', 'jernih', 'view', 'lumayan', 'bagus']
['bagus', 'indah']
['indah', 'direkomendasikan', 'keluarga']
['rame', 'cari', 'kulineran', 'seru', 'air', 'terjunnya', 'pasang', 'kayaknya', 'disarankan', 'mandi', 'air', 'terjunnya', 'bayar', 'parkir', 'kendaraan', 'lahan', 'parkirnya', 'luas', 'bias', 'motor', 'mobil', 'bus', 'pariwisata']
['suasana', 'pantai', 'syahdu', 'recommended']
['tampilan', 'terbaik']
['air', 'terjun', 'toroan', 'permata', 'terduga', 'kagum', 'menyangka', 'menemukan', 'menakjubkan', 'wilayah', 'harta', 'karun', 'terpendam', 'pemandangan', 'air', 'terjun']
['air', 'terjun', 'toroan', 'bagus', 'air', 'terjun', 'jatuhnya', 'langsung', 'laut', 'pemandangan', 'indah', 'menikmati', 'air', 'terjun', 'menikmati', 'keindahan', 'laut', 'lepas', 'spot', 'foto', 'bagus', 'dijadikan']
['wisata', 'air', 'terjun', 'toroan', 'memiliki', 'pesona', 'indahnya', 'pemerintahan', 'kabupaten', 'sampang', 'pembangunan', 'kawasan', 'air', 'terjun', 'toroan', 'gencar', 'sayangnya', 'disepanjang', 'bibir']
['air', 'terjun', 'toroan', 'terletak', 'kabupaten', 'sampang', 'air', 'terjunnya', 'pemandangan', 'lumayan', 'bagus', 'matahari', 'tenggelam', 'jalan', 'lokasi', 'medannya', 'lancar', 'air', 'terjun', 'toroan', 'diperbolehkan', 'mandi', 'menelan', 'korban', 'jiwa', 'kemah']
['pas', 'disana', 'pemandangan', 'kalender', 'mah', 'wkwk', 'lihat', 'foto', 'keren', 'salah', 'air', 'terjun', 'airnya', 'langsung', 'diterusin', 'laut', 'wow', 'hati', 'berenang', 'takut', 'keseret', 'laut', 'laut', 'pasang', 'worth', 'banget', 'air', 'tenang', 'bening', 'kayak', 'kristal']
['bagus', 'jalan', 'parkirannya', 'biaya', 'masuknya', 'murah', 'ribu', 'mobil', 'parkir', 'panas', 'teduh']
['nice', 'bagus', 'pas', 'habis', 'hujan', 'jalanan', 'licin', 'hati', 'hati', 'man', 'teman', 'warung', 'parkir', 'lumayan', 'luas']
['air', 'terjunnya', 'keren', 'airnya', 'langsung', 'jatuh', 'pinggir', 'pantai', 'pantai', 'lumayan', 'bersih', 'akses', 'gratis', 'bayar', 'parkir', 'motor', 'ribu', 'makan']
['air', 'terjun', 'toroan', 'kct', 'ketapang', 'kbt', 'sampang', 'madura', 'bagus', 'kunjungi', 'all', 'turns', 'all', 'sejagat', 'raya', 'att', 'best', 'air', 'menyatu', 'air', 'lautan', 'samudera', 'air']
['tempatnya', 'bagus', 'cuman', 'terawat', 'sampah', 'berserakan']
['nayaman', 'sejuk', 'bagus', 'berfoto', 'keluarga', 'hujan', 'laut', 'sampah', 'merusak', 'pemandangan', 'mata']
['air', 'terjun', 'langsung', 'laut', 'lautnya', 'bersih', 'sampah', 'bagus', 'foto', 'foto']
['bagus', 'sayangnya', 'sampah', 'air', 'terjunnya', 'berhulu', 'pemukiman']
['bagus', 'banget', 'cocok', 'banget', 'spot', 'foto', 'nyantai', 'lihat', 'laut']
['air', 'terjun', 'indah', 'lokasi', 'jalur', 'pantura', 'bangkalan', 'sumenep']
['bagus', 'bersih', 'sayang', 'kamar', 'mandi', 'mushola', 'terawat']
['pemandang', 'bagus', 'akses', 'mudah', 'tepi', 'jalan']
['air', 'terjunnya', 'bagus', 'air', 'coba', 'tengok', 'keatas']
['bagus', 'pas', 'air', 'laut', 'pasang', 'sampah', 'ditinggalkan', 'pengunjung']
['air', 'terjun', 'cantik', 'menikmati', 'sunset', 'air', 'terjun']
['indahnya', 'istimewa', 'air', 'terjunnya']
['suasana', 'sore', 'panas', 'mata', 'nyaman', 'memandang', 'salah', 'saty', 'ciptaan', 'allah', 'indah']
['tempatnya', 'indah', 'bersih', 'menikmati', 'sunset', 'pulau', 'madura']
['pemandangan', 'alam', 'bagus', 'murah', 'meriah', 'pas', 'banget', 'liburan', 'madura']
['tempatnya', 'bagus', 'menarik', 'dikunjungi', 'wisatawan']
['air', 'terjun', 'indah', 'langsung', 'laut', 'lengkap', 'fasilitas', 'rumah', 'makan', 'lesehan']
['bagus', 'bayar', 'parkir']
['wisatanya', 'bagus', 'kulinernya', 'pelayanan', 'memuaskan', 'pelanggan', 'menunggu']
['bagus', 'indah', 'memuaakan']
['air', 'terjun', 'wisata', 'indah', 'pulau', 'madura', 'utara', 'tempatnya', 'menarik', 'wisatawan', 'berfoto']
['air', 'terjunnya', 'bagus', 'langsung', 'turun', 'laut', 'pemandangannya', 'double', 'air', 'terjun', 'laut', 'air', 'terjunnya', 'parkirnya', 'luas', 'khawatir', 'kesana', 'mobil']
['sungguh', 'indah', 'cinptaan', 'mu', 'allah']
['pemandangannya', 'bagus', 'cocok', 'spot', 'foto']
['wisata', 'ait', 'terjun', 'toroan', 'keren', 'madura']
['pilihan', 'piknik', 'murah', 'meriah']
['pantainya', 'keren', 'air', 'terjun', 'mininya', 'sungainya', 'berwarna', 'biru', 'jernih', 'sayang', 'sungai', 'sampah', 'rumah', 'tangga', 'popok', 'bayi', 'bungkus', 'plastik', 'banget']
['indah', 'cocok', 'santai', 'air', 'terjun', 'tepi', 'pantai', 'inda', 'menjelang', 'sore', 'selatan', 'pantai', 'sore', 'matahari', 'persis', 'sebelah', 'barat']
['bagus', 'tingkatkan']
['masukkan', 'daftar', 'kunjungan', 'madura', 'jarang', 'air', 'terjun', 'langsung', 'laut', 'bagus', 'nikmati', 'sore', 'menikmati', 'matahari', 'tenggelam', 'put', 'your', 'visiting', 'list', 'when', 'you', 'madura', 'very', 'rare']
['pemandangan', 'indah', 'sulit', 'parkir', 'dukungan', 'rekreasi', 'pantai', 'kiri', 'kanannya', 'penambangan', 'pasir', 'laut']
['wisata', 'murah', 'pemandangan', 'indah']
['air', 'terjun', 'bagus', 'perhatikan', 'luas', 'rekreasi']
['bagus', 'air', 'terjunnya', 'pemandangan', 'lautnya', 'sayang', 'pengelolaan']
['indah', 'asri', 'pemandangan', 'laut', 'menyegarkan', 'air', 'terjun', 'langsung', 'laut', 'indah']
['air', 'terjun', 'indah', 'tepi', 'laut', 'bagus', 'suka', 'foto', 'foto']
['bagus', 'lihat', 'air', 'terjun', 'langsung', 'laut', 'keren']
['bagus', 'tepi', 'jalan', 'raya', 'sayang', 'airnya', 'kotor', 'campur', 'sampah', 'cokelat']
['tempatnya', 'bagus', 'pengelolaan', 'ditingkatkan', 'dikenal']
['wisata', 'alam', 'bagus', 'fasum']
['bagus', 'sejuk', 'tempatnya']
['keren', 'destinasinya', 'tiket', 'masuk', 'kulinernya', 'murah', 'banget']
['pemandangan', 'alam', 'lumayan', 'indah', 'air', 'terjun', 'titian', 'ketapang']
['pemandangan', 'air', 'terjun', 'toroan', 'bagus', 'pakiranya', 'luas', 'senang']
['indah', 'air', 'terjun', 'berbatasan', 'langsung', 'laut']
['tempatnya', 'lumayan', 'bagus', 'pelayanan', 'makanan']
['pemandangannya', 'bagus', 'dikenakan', 'biaya', 'masuk']
['beristirahat', 'pemandangan', 'alamnya', 'indah']
['bagus']
['pemandangan', 'bagus', 'terawat']
['keindahan', 'darimu', 'tuhan', 'terimakasih', 'semoga', 'menjaganya']
