tokenize
['tempat', 'yang', 'indah', 'tapi', 'kebersihan', 'sedikit', 'perlu', 'kurang', 'terjaga']
['pastikan', 'klo', 'mo', 'kesini', 'pas', 'air', 'lgi', 'pasang', 'lebih', 'keren']
['tempatnya', 'bagus', 'cocok', 'untuk', 'wisata', 'keluarga']
['sangat', 'indah', 'dan', 'cocok', 'banget', 'bagi', 'para', 'wisatawan', 'yang', 'ingin', 'memanjakan', 'mata', 'untuk', 'melihat', 'pemandangan', 'yang', 'sangat', 'indah', 'karena', 'air', 'terjunnya', 'beda', 'bukan', 'di', 'pegunungan', 'tapi', 'di', 'tepi', 'pantai']
['bagus', 'viewnya', 'hanya', 'saja', 'tulisan', 'toroan', 'nya', 'yg', 'dibuat', 'terlalu', 'dekat', 'dengan', 'air', 'terjun', 'untuj', 'fotografer', 'yg', 'ingin', 'capture', 'air', 'terjun', 'jadi', 'terganggu', 'dengan', 'icon', 'tulisan', 'itu', 'toilet', 'tersedia']
['emang', 'tak', 's', 'alami', 'n', 'sbagus', 'yg', 'dulu', 'tp', 'ttp', 'eksotik', 'n', 'nyaman', 'buat', 'bersantai', 'tiket', 'masuk', 'rb', 'k', 'lokasi', 'air', 'terjun']
['mungkin', 'saya', 'datang', 'di', 'waktu', 'yang', 'salah', 'karena', 'waktu', 'kesana', 'tempatnya', 'tidak', 'sebagus', 'ekspektasi', 'saya', 'juga', 'disana', 'tidak', 'disarankan', 'untuk', 'bermain', 'air', 'sehingga', 'hanya', 'sekedar', 'objek', 'foto', 'saja']
['air', 'terjun', 'toroan', 'adalan', 'wisata', 'alam', 'madura', 'yg', 'sangat', 'bagus', 'namun', 'masih', 'sangat', 'memerlukan', 'sentuhan', 'tangan', 'pofesional', 'dan', 'investor', 'utk', 'pengembangannya', 'yg', 'lebih', 'bagus', 'lagi']
['bagus', 'buat', 'selfi', 'alami', 'dgn', 'latar', 'airterjun', 'yg', 'keren', 'jangan', 'berenang', 'krn', 'dalam', 'sekali']
['view', 'nya', 'indah', 'menawan', 'sayang', 'kurang', 'perawatan', 'berharap', 'kedepannya', 'air', 'terjun', 'toroan', 'ini', 'dirawat', 'dengan', 'baik', 'oleh', 'pemkab', 'maupun', 'swasta', 'asli', 'daerah']
['bagus', 'viewnya', 'sayang', 'sedikit', 'kebersihan', 'air', 'dan', 'pantainya', 'kurang', 'terjaga']
['harusnya', 'bisa', 'lebih', 'bagus', 'menarik', 'sayangnya', 'banyak', 'sampah', 'di', 'pantai', 'air', 'terjunnya']
['panoramanya', 'bagus', 'perlu', 'kreativitas', 'utk', 'penambahan', 'area', 'di', 'pantai', 'dan', 'penambahan', 'fasilitas']
['bagus', 'banget', 'buat', 'spot', 'foto', 'instagram', 'obyeknya', 'bagus', 'unik']
['bagus', 'langsung', 'menjorok', 'ke', 'lautan']
['cukup', 'bagus', 'bisa', 'untuk', 'tempat', 'foto', 'prewedding']
['akan', 'terasa', 'lebih', 'indah', 'ketika', 'menjelang', 'matahari', 'terbenam']
['cantik', 'eksotis', 'air', 'terjun', 'air', 'tawar', 'langsung', 'didepan', 'ombak', 'pantai']
['keindahan', 'air', 'terjun', 'yang', 'mengalirr', 'so', 'beautyfull']
['bagus']
['bagus', 'musim', 'kemarau', 'airnya', 'bening']
['pemandangan', 'lautnya', 'jg', 'bagus']
['objek', 'wisata', 'yg', 'sangat', 'keren']
['pemandangannya', 'indah', 'sekali']
['bagus', 'pemandangan', 'nya']
['indah']
['murah', 'meriah', 'malah', 'kadang', 'gratis']
['bagus', 'pemandangannya']
['bagus', 'sayang', 'jauh']
['keren', 'pokoknya']
['bagus']
['keren']
['indah', 'banget']
['bagus']
['indah']
['pemandangan', 'yang', 'indah']
['bagus']
['bagus']
['tempat', 'yang', 'indah']
['strategis', 'dan', 'cantik']
['pemandangan', 'bagus', 'masih', 'alami', 'perlu', 'lebih', 'banyak', 'mengelola', 'untuk', 'membuat', 'yang', 'terbaik']
['pemandangan', 'bagus', 'saat', 'matahari', 'berada', 'di', 'utara']
['dulu', 'lumayan', 'sering', 'ke', 'sini', 'salah', 'satu', 'destinasi', 'paling', 'favorit', 'kalau', 'hendak', 'hunting', 'foto', 'landscape', 'di', 'pulau', 'madura']
['tiket', 'masuk', 'rb', 'orang', 'anak', 'free', 'batu', 'karang', 'nya', 'sampai', 'hampir', 'ke', 'tengah', 'air', 'sekitar', 'air', 'terjun', 'agak', 'keruh', 'tp']
['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'sangat', 'tidak', 'rekomendasi']
['secara', 'pemandangan', 'air', 'terjun', 'ini', 'biasa', 'saja', 'sebenarnya', 'aku', 'bahkan', 'meragukan', 'kata', 'air', 'terjun', 'karena', 'tingginya', 'yang', 'cuma', 'beberapa', 'meter', 'saja', 'jalan', 'sebentar', 'dari', 'parkiran', 'dan', 'air', 'terjun', 'langsung', 'terlihat', 'gak', 'butuh', 'treking', 'panjang']
['tempatnya', 'nyaman', 'banyak', 'spot', 'foto', 'nya', 'juga', 'ada', 'tempat', 'parkir', 'buat', 'mobil', 'juga', 'dan', 'ketika', 'masuk', 'harus', 'turun', 'tangga', 'dulu', 'kaya', 'destinasi', 'wisata', 'biasanya', 'yaaa']
['sudah', 'di', 'kelola', 'dg', 'baik', 'dan', 'bisa', 'jd', 'rujuan', 'wisata', 'anda', 'ini', 'adalah', 'hasil', 'gambar', 'yg', 'sy', 'ambil', 'secara', 'pribadi', 'saat', 'bwrkunjung', 'kesini']
['view', 'air', 'terjun', 'oke', 'akses', 'dekat', 'dengan', 'jalan', 'utama', 'fasilitas', 'cukup', 'oke']
['cocok', 'sebagai', 'tempat', 'refreshing', 'piknik', 'atau', 'tour', 'bersama', 'keluarga']
['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'mungkin', 'karena', 'lagi', 'musim', 'hujan']
['tempat', 'parkir', 'luas', 'air', 'terjun', 'alami']
['pengambilan', 'foto', 'dari', 'wisata', 'air', 'terjun', 'toroan']
['tukang', 'parkirnya', 'malak', 'dengan', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'memang', 'resiko', 'sendiri', 'tapi', 'malah', 'diringkes', 'sama', 'tukang', 'parkirnya', 'dan', 'ditaruh', 'pos', 'penitipan', 'jadi', 'bayar', 'pemalakan', 'dengan', 'modus', 'penitipan', 'paksa', 'kecewa']
['ngopi', 'nyantai', 'cocok', 'kl', 'kesini']
['sdh', 'beberapa', 'kali', 'kesini', 'ndak', 'pernah', 'bosan', 'must', 'visit', 'place', 'beautiful', 'viewing']
['air', 'terjun', 'yang', 'langsung', 'jatuh', 'ke', 'laut', 'tidak', 'boleh', 'berenang', 'disekelilingnya']
['tambah', 'baguus', 'sudah', 'dikelola', 'masyarakat', 'sekitar', 'semoga', 'makin', 'ramai']
['wisata', 'air', 'terjun', 'tepi', 'pantai', 'yang', 'sejuk', 'mau', 'siangpun', 'suasana', 'tetap', 'sejuk']
['cukup', 'satu', 'kata', 'mantapp']
['lumayan', 'lah']
['tempat', 'yang', 'cocok', 'untuk', 'ngadem']
['suasana', 'air', 'terjun', 'di', 'pulau', 'garam', 'madura', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'jawa', 'timur']
['spot', 'fotonya', 'diperbanyak', 'biar', 'ga', 'bosen']
['perlu', 'di', 'upgrade', 'lagi', 'biar', 'lebih', 'waw']
['perlu', 'penataan', 'ulang', 'hingga', 'menambah', 'keajaiban']
['mamtaap', 'jooss', 'g', 'rugi', 'trip', 'ke', 'sini']
['dua', 'bintang', 'dulu', 'lihat', 'my', 'cennel', 'youtube']
['lokasi', 'aman', 'dan', 'bersahabat']
['kurang', 'terawat']
['semoga', 'terus', 'berkembang']
['wisata', 'ini', 'tetangga', 'saya']
['akses', 'yang', 'sangat', 'mudah']
['tempat', 'yg', 'kumuh']
['menyenangkan']
['lumayan', 'lah']
['pemandangan', 'yang', 'ciamik']
['lumayan', 'oke']
['saya', 'kos', 'disini']
['terbayar']
['bgs']
['segar']
['butek']
['sip']
['sering', 'berkunjung']
['air', 'terjun', 'di', 'pinggir', 'pantai', 'luar', 'biasa', 'bukan']
['sungai', 'jatuh', 'ke', 'laut']
['kor', 'periksa', 'settong', 'dereh']
['perlu', 'ditingkatkan', 'lagi']
['alhamdulillah', 'segala', 'puji', 'bagi', 'allah', 'tuhan', 'tunggal', 'esa', 'cuma', 'dipingir', 'banyak', 'sampah', 'kalau', 'bisa', 'pengurus', 'mungut', 'biaya', 'masuk', 'tiap', 'hari', 'bersihkan', 'sampahnya']
['kurang', 'memuaskan', 'pelayanan', 'kurang', 'parkir', 'masih', 'kena', 'mahal']
['tidak', 'seperti', 'awal', 'opening', 'dan', 'sampah', 'berserakan']
['tempat', 'nya', 'kotor', 'dan', 'sempit']
['tempatnya', 'bagus', 'bgt', 'senang', 'kalau', 'liburan', 'ketempat', 'kaya', 'gini', 'bikin', 'happy', 'dan', 'air', 'terjun', 'nya', 'bagus', 'bgt']
['bagus', 'namun', 'belum', 'bersih', 'pantainya', 'kalau', 'saja', 'dirawat', 'dan', 'dibersihkan', 'akan', 'sangat', 'amat', 'indah']
['tempatnya', 'bagus', 'bnget', 'alternatif', 'liburan', 'sekolah', 'bersama', 'keluarga']
['pemandangan', 'indah', 'ada', 'warung', 'makan', 'dengan', 'andalan', 'sea', 'food', 'yang', 'maknyus']
['lumayan', 'buat', 'healing', 'tipis', 'dg', 'budget', 'yg', 'murah']
['air', 'terjun', 'bagus', 'saluran', 'langsung', 'masuk', 'ke', 'laut']
['pemandangan', 'bagus', 'tempat', 'nyaman']
['bagus', 'lumayan', 'bersih']
['ciptaan', 'tuhan', 'sangat', 'bagus']
['keren', 'dan', 'bafus', 'banget']
['lokasi', 'yang', 'indah', 'namun', 'jika', 'anda', 'pergi', 'ke', 'hulu', 'polusi', 'menghilangkan', 'keindahan', 'air', 'terjun']
['tempat', 'yang', 'damai', 'dan', 'indah', 'waktu', 'terbaik', 'untuk', 'pergi', 'ke', 'sini', 'adalah', 'matahari', 'terbenam', 'yang', 'sayangnya']
['masya', 'allah', 'ciptaan', 'tuhan', 'itu', 'indah', 'sayang', 'sekali', 'jika', 'tidak', 'dinikmati']
['sangat', 'sejuk', 'berrasa', 'dibawah', 'air', 'terjun', 'dengam', 'air', 'sungai', 'yg', 'bercampur', 'dengan', 'air', 'laut', 'yg', 'begitu', 'bening']
['tempat', 'yang', 'satu', 'ini', 'tergolong', 'unik', 'dan', 'menarik', 'buat', 'dikunjungi', 'karena', 'air', 'terjunnya', 'langsung', 'tumpah', 'dan', 'menyatu', 'dengan', 'laut', 'aliran', 'air', 'terjunnya', 'berasal', 'dari', 'hulu', 'sungai', 'yang', 'berada', 'diatas', 'air', 'terjun']
['area', 'parkir', 'cukup', 'air', 'bersih', 'fasilitas', 'cukup', 'memadai']
['terhibur', 'ada', 'restorant', 'menyediakan', 'karaoke', 'segala']
['ceritanya', 'singkat', 'tapi', 'kenangannya', 'begitu', 'mengikat']
['sumpah', 'ini', 'pengalaman', 'terbaik']
['bagus']
['sangat', 'sangat', 'keren']
['air', 'terjun', 'yang', 'menakjubkan']
['keren', 'banget', 'sih', 'saya', 'kesini', 'waktu', 'sore', 'jadi', 'hasil', 'fotonya', 'keren', 'masuk', 'cuma', 'bayar', 'parkir', 'aja', 'kok', 'buat', 'ke', 'air', 'terjunnya', 'juga', 'dekat', 'turun', 'sedikit', 'aja', 'dari', 'parkiran', 'di', 'dekat', 'parkiran', 'juga', 'terdapat', 'penjual', 'makanan', 'dan', 'minuman', 'lesehan', 'yang', 'langsung', 'view', 'ke', 'arah', 'pantainya']
['tempat', 'sngat', 'strategis', 'tepat', 'di', 'sebelah', 'jalan', 'raya', 'pemandangan', 'sangat', 'bagus', 'apalagi', 'ketika', 'pagi', 'dan', 'sore', 'ditambah', 'dengan', 'desain', 'cafe', 'yg', 'sangat', 'cantik', 'serta', 'dinding', 'tangga', 'yang', 'cerah']
['tdk', 'rugi', 'dtg', 'ke', 'tempat', 'ini', 'jalan', 'nya', 'enak', 'gak', 'terlalu', 'jauh', 'akses', 'masuk', 'ke', 'air', 'terjun', 'sangat', 'dekat', 'jalannya', 'enak', 'air', 'terjun', 'bagus']
['wisata', 'asik', 'sederhana', 'bagus', 'buat', 'selfi', 'dan', 'foto', 'harga', 'tiket', 'masuk', 'cuman']
['lokasi', 'ini', 'cocok', 'bangrt', 'buat', 'berlibur', 'bagi', 'keluarga', 'dan', 'spot', 'yang', 'bagus', 'untuk', 'mengabadikan', 'momen', 'senja', 'silahkan', 'follow', 'ig', 'saya', 'bonus', 'follback']
['pantai', 'bagus', 'ada', 'tempat', 'makan', 'ada', 'air', 'terjun', 'menuju', 'laut']
['lumayan', 'bagus', 'lokasi', 'wisatanya']
['air', 'nya', 'hijau', 'ke', 'biruan', 'bagus', 'jangan', 'sampe', 'dikotori', 'ya', 'supaya', 'tetep', 'bagus']
['bagus', 'potensi', 'alamnya', 'tapi', 'pengololaannya', 'belum', 'maksimal', 'mungkin', 'dikarenakan', 'masih', 'berbasis', 'mandiri']
['bagus', 'hanya', 'kebersihan', 'kurang', 'terawat']
['bagus', 'sih', 'cuman', 'kurang', 'terawat', 'mungkin', 'karena', 'air', 'terjun', 'langsung', 'ke', 'laut', 'itu', 'kali', 'ya', 'jadi', 'sensasi', 'bermain', 'air', 'di', 'bawah', 'percikan', 'air', 'terjun', 'nya', 'gak', 'ada', 'sama', 'sekali', 'jadi', 'cukup', 'bintang', 'aja', 'ya']
['air', 'terjun', 'toroan', 'adalah', 'air', 'terjun', 'yg', 'langsung', 'bertemu', 'dengan', 'pantai', 'seandainya', 'penambangan', 'pasir', 'tidak', 'dilakukan', 'pantai', 'toroan', 'dan', 'airterjun', 'nya', 'akan', 'menjadi', 'pariwisata', 'paling', 'bagus', 'di', 'pulau', 'madura', 'tapi', 'sayang', 'kita', 'harus', 'melihat', 'air', 'terjun', 'dan', 'pantai', 'yg', 'sudah', 'habis', 'pasirnya', 'waktu', 'saya', 'sd', 'saya', 'akui', 'pantai', 'toroan', 'paling', 'bagus']
['wisata', 'alam', 'yg', 'bener', 'bagus', 'terasa', 'didlm', 'gua', 'yg', 'terdapat', 'air', 'terjun', 'yg', 'lsg', 'turun', 'di', 'dasar', 'laut', 'sungguh', 'pemandangan', 'yg', 'sangat', 'bagus']
['bagus', 'dan', 'bersih']
['tempat', 'wisata', 'yg', 'bagus', 'dan', 'masih', 'alami', 'perlu', 'sedikit', 'lagi', 'sentuhan', 'agar', 'lebih', 'menarik', 'wisatawan']
['tempatnya', 'lumayan', 'bagus', 'cocok', 'banget', 'untuk', 'foto', 'long', 'exposure', 'rekomendasi', 'waktu', 'terbaik', 'yaitu', 'sore']
['tempat', 'yg', 'amat', 'sangat', 'indah', 'dan', 'nyaman', 'saudaraku', 'hayo', 'berkunjung', 'tempat', 'ini', 'biaya', 'masuk', 'dan', 'parkir', 'murah', 'meriah']
['air', 'terjun', 'yg', 'menghadap', 'langsung', 'ke', 'laut', 'view', 'sunset', 'nya', 'indah', 'sekali', 'cek', 'ig', 'kita']
['lumayan', 'bagus', 'air', 'terjunnya', 'mau', 'musim', 'hujan', 'atau', 'kemarau', 'airnya', 'ttp', 'ada']
['ini', 'air', 'terjun', 'paling', 'bagus', 'keren', 'banget', 'cocok', 'banget', 'buat', 'ngilangin', 'penat']
['suasana', 'alamnya', 'sangat', 'indah', 'karena', 'merupakan', 'perpaduan', 'antara', 'air', 'terjun', 'dengan', 'laut']
['tempat', 'rekreasi', 'di', 'madura', 'dekat', 'pinggir', 'laut', 'tapi', 'ada', 'air', 'terjunya', 'masih', 'natural', 'bagus', 'untuk', 'keluarga']
['tempat', 'berlibur', 'yg', 'menyenangkan', 'untuk', 'pasangan', 'dan', 'keluarga', 'dan', 'meikmati', 'air', 'terjun', 'yg', 'indah']
['bagus', 'tempatnya', 'pinter', 'ambil', 'spot', 'foto', 'aja']
['pemandangan', 'bagus', 'dan', 'ada', 'tempat', 'makannya', 'cukup', 'enak']
['air', 'terjun', 'toroan', 'berada', 'di', 'ketapang', 'sampang', 'madura', 'bagus', 'banget', 'pemandangan', 'nya']
['lumayan', 'bagus']
['bagus', 'yg', 'pasti', 'tempatnya', 'sejuk', 'dong']
['bagus', 'sih', 'cuma', 'kurangnya', 'sarana', 'yg', 'mendukung']
['pemandangan', 'yg', 'menghipnotis', 'mata', 'akan', 'keindahan', 'alam']
['pemandangan', 'pantai', 'yang', 'indah']
['bagus', 'lebih', 'bagus', 'lagi', 'kalau', 'dikelola', 'dan', 'dibangun']
['keren']
['kalo', 'sunset', 'kayaknya', 'lebih', 'bagus']
['air', 'terjunnya', 'indah', 'sejuk']
['bagus', 'tapi', 'maaf', 'tidak', 'sempat', 'ambil', 'foto']
['indah', 'sekali']
['tempatnya', 'bagus', 'buat', 'kesehatan']
['tempatnya', 'sangat', 'bagus']
['indah']
['wisata', 'murah', 'meriah']
['bagus', 'udaranya', 'seger']
['bagus', 'untuk', 'ber', 'wisata']
['indah', 'sekali', 'tidak', 'akan', 'menyesal']
['bagus', 'tempatnya']
['bagus', 'oke']
['tak', 'sebagus', 'di', 'foto']
['tdk', 'seindah', 'sprti', 'gambarnya']
['bagusnya', 'tdk', 'terduga']
['suasanax', 'indah', 'menyenangkan']
['bagus', 'sekali']
['tempatnya', 'bagus']
['bagus', 'dan', 'dan', 'minim', 'biaya']
['suasana', 'yang', 'bagus']
['keren']
['bagus']
['bagus']
['bagus']
['bagus']
['beberapa', 'tahun', 'yang', 'lalu', 'ketika', 'saya', 'pertama', 'kali', 'mengunjungi', 'tempat', 'ini', 'itu', 'bagus', 'semuanya', 'dibuat', 'oleh', 'alam', 'tetapi', 'hari', 'ini', 'saya', 'melihat', 'peningkatan', 'besar', 'yang', 'menjadikannya', 'lebih', 'baik', 'bahkan', 'ada', 'sebuah', 'kafe', 'selamat', 'sampang']
['tampilan', 'yang', 'menarik', 'dan', 'gambar', 'yang', 'indah', 'seolah', 'olah', 'menggambar', 'dari', 'imajinasi', 'tapi', 'itu', 'butuh', 'perawatan', 'pembersihan', 'dan', 'penataan', 'untuk', 'melengkapi', 'pariwisata']
['bagus']
['bagus']
['pulau', 'madura', 'ternyata', 'mempunyai', 'obyek', 'wisata', 'air', 'terjun', 'juga', 'sy', 'pikir', 'madura', 'hanya', 'mempunyai', 'obyek', 'wisata', 'bukit', 'kapur', 'dan', 'pantai', 'saja', 'ternyata', 'madura', 'mempunyai', 'obyek', 'wisata', 'yang', 'menakjubkan', 'salah', 'satunya', 'adalah', 'air', 'terjun', 'toroan']
['dari', 'sumenep', 'ke', 'air', 'terjun', 'yang', 'berada', 'di', 'utara', 'ini', 'benar', 'butuh', 'perjuangan', 'melewati', 'hutan', 'sepi', 'dan', 'perbukitan', 'serta', 'jalannya', 'banyak', 'lubang', 'sampai', 'ketapang', 'sudah', 'malan', 'dan', 'nginap', 'di', 'spbu', 'karena', 'satunya', 'homestay', 'sdh', 'full', 'pagi', 'ke', 'air']
['nice', 'view', 'tp', 'ga', 'sanggup', 'naek', 'turun', 'tangganya', 'sih', 'blm', 'diexplore', 'banget', 'jg', 'soalnya', 'letaknya', 'juga', 'di', 'jalur', 'utara', 'madura', 'yg', 'masih', 'baru', 'banget', 'masih', 'sepi', 'tempatnya']
['jarang', 'jarang', 'ada', 'air', 'terjun', 'di', 'pinggir', 'pantai', 'nih', 'reccomend', 'banget', 'kesini', 'tapi', 'emang', 'harus', 'sabar', 'di', 'perjalanan', 'agak', 'jauh', 'memang']
['sangat', 'menarik', 'hati', 'pemandangannya', 'dan', 'bikin', 'liburan', 'bersama', 'keluarga', 'semakin', 'berkesan']
['tempatnya', 'sudah', 'berkembang', 'akan', 'tetapi', 'untuk', 'masalah', 'kebersihan', 'di', 'bebatuannya', 'harap', 'dijaga', 'lebih', 'baik', 'lagi']
['viewnya', 'asyiik', 'air', 'terjun', 'tp', 'langsung', 'laut', 'kebanyakan', 'air', 'terjun', 'di', 'gunung', 'naah', 'ini', 'di', 'laut']
['tempat', 'yg', 'nyaman', 'buat', 'menikmati', 'sunset']
['sekarang', 'parkir', 'sudah', 'luas', 'kalau', 'kesini', 'mending', 'sore', 'senja', 'sore', 'sungguh', 'pemandangan', 'nya']
['air', 'terjun', 'yang', 'langsung', 'jatuh', 'ke', 'pantai']
['lokasi', 'yg', 'terjangkau', 'dr', 'area', 'parkir', 'n', 'nyaman', 'utk', 'keluarga']
['tanpa', 'tiket', 'masuk', 'hanya', 'bayar', 'parkir', 'afa', 'kulinernya', 'juga']
['wajib', 'lihat', 'tuk', 'dukung', 'destinasi', 'wisata', 'alam', 'kota', 'sampang', 'ayoo', 'main', 'kesana']
['air', 'terjun', 'toroan', 'di', 'pinggir', 'laut', 'utara', 'pulau', 'madura', 'dekat', 'kota', 'kecil', 'ketapang', 'kabupaten', 'sampang']
['air', 'terjun', 'toroan', 'berada', 'dekat', 'tepian', 'jalan', 'raya', 'sehingga', 'akses', 'untuk', 'kesana', 'mudah', 'dan', 'cepat', 'kalau', 'kita', 'mau', 'turun', 'melihat', 'secara', 'langsung', 'air', 'terjunnya', 'apalagi', 'tepat', 'berada', 'ditepian', 'pantai', 'suasananya', 'sangat', 'nyaman', 'dan', 'terasa', 'dingin', 'karena']
['lokasinya', 'berada', 'di', 'pinggir', 'jalan', 'gampang', 'dicari', 'free', 'ga', 'ada', 'htm', 'cm', 'bayar', 'parkir', 'aja', 'enak', 'buat', 'sekedar', 'berfoto', 'dan', 'santaian', 'sekeluarga', 'lengkap', 'ada', 'warung', 'lesehan', 'musholla', 'dan', 'parkiran']
['wisata', 'air', 'terjun', 'yang', 'letaknya', 'di', 'samping', 'jl', 'ketapang', 'sampang']
['destinasi', 'wisata', 'air', 'terjun', 'yg', 'langsung', 'ke', 'laut', 'lokasi', 'sangat', 'menarik', 'dan', 'recomended', 'banget', 'bersama', 'keluarga', 'tercinta']
['lumayan', 'habis', 'ke', 'bebek', 'sinjai', 'jalan', 'di', 'sini']
['ada', 'kenangan', 'yang', 'tersimpan', 'disana']
['airterjun', 'di', 'tepi', 'laut', 'suatu', 'yang', 'jarang', 'ditemui', 'tempat', 'yang', 'mudah', 'dijangkau', 'karena', 'tidak', 'jauh', 'dari', 'jalan', 'utama']
['tetep', 'suka', 'banget', 'dengan', 'tempat', 'ini']
['air', 'terjunnya', 'kecil', 'warna', 'hijau', 'kalau', 'sunsetnya', 'top', 'banget', 'si']
['air', 'terjun', 'toroan', 'di', 'desa', 'ketapang', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'dekat', 'jl', 'raya', 'dan', 'pantai', 'utara', 'sampang', 'parkir', 'motor', 'dan', 'mobil', 'luas']
['air', 'terjun', 'langsung', 'ke', 'pantai', 'satu', 'satunya', 'di', 'daerah', 'madura', 'dan', 'merupakan', 'destinasi', 'wisata', 'yg', 'ckup', 'langka']
['datanglah', 'saat', 'pagi', 'air', 'laut', 'belum', 'pasang', 'airnya', 'bening', 'karang', 'terlihat']
['unik', 'air', 'terjun', 'langsung', 'k', 'laut', 'cuma', 'keamanan', 'mash', 'minim']
['mantap']
['salah', 'satu', 'icon', 'wisata', 'yg', 'ada', 'di', 'ketapang', 'sampang', 'tempatnya', 'yg', 'nyaman', 'untuk', 'bersantai']
['ada', 'cafe', 'nya', 'yg', 'bisa', 'menikmati', 'semilir', 'angin', 'laut']
['lumayan', 'jln', 'menuju', 'air', 'terjunnya', 'agak', 'licin']
['refreshing', 'with', 'orang', 'kantor', 'dan', 'keluarga']
